method,variant,display_name,metric,mean,standard_deviation,evaluation_split,aggregation_definition,folds,seeds,source_commit
TIDE,no_partial_emotion_learning,No partial emotion learning,TrainFold_Majority_Balanced_Direction_Accuracy,0.7685858449340003,1.3597399555105182e-16,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Flat_Transition_Predicted_Change,0.90618559935813,0.026142854435328,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Chebyshev,0.1444498515792399,0.0003356787530893,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Clark,0.9915453056959506,0.0013558709098014,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Canberra,2.592153848705166,0.0051411903387541,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,KL,0.2281840627511994,0.0003677635458298,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Cosine,0.8375658299450466,0.0002072888198257,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Intersection,0.7312590344514501,0.0004684186343442,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_adaptive_graph,No adaptive graph,StaticAware_SRCC,0.1404634323634816,0.0116217441192294,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_adaptive_graph,No adaptive graph,StaticAware_PCC,0.1543544419110114,0.0131870650266683,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_adaptive_graph,No adaptive graph,StaticAware_KendallTauB,0.1163356660493906,0.0094970999723177,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_adaptive_graph,No adaptive graph,TimeAugmented_Discrete_Frechet,2.0505437508196,0.0134770900299456,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_adaptive_graph,No adaptive graph,TWED_lambda1_nu1,30.535696931691145,0.3188491820697882,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
